,smart_12_raw,smart_192_raw,smart_194_raw,smart_241_raw,smart_242_raw,0.5*smart_12_raw - 0.99*smart_242_raw,-1.04*smart_192_raw + 0.67*smart_241_raw,target
1212,7,2.0,48.0,12008,9587.0,-9487.63,8043.280000000001,1
1213,7,2.0,44.0,12036,9607.0,-9507.43,8062.040000000001,1
1214,7,2.0,47.0,12091,9645.0,-9545.05,8098.89,1
1215,7,2.0,45.0,12120,9666.0,-9565.84,8118.320000000001,1
1216,7,2.0,54.0,12254,9723.0,-9622.27,8208.1,1
1217,7,2.0,50.0,12358,9759.0,-9657.91,8277.78,1
1218,7,2.0,46.0,12465,9809.0,-9707.41,8349.470000000001,1
1219,7,2.0,45.0,12492,9832.0,-9730.18,8367.560000000001,1
1220,7,2.0,47.0,12546,9875.0,-9772.75,8403.74,1
1221,7,2.0,45.0,12574,9896.0,-9793.539999999999,8422.5,1
1222,7,2.0,48.0,12632,9942.0,-9839.08,8461.36,1
1223,7,2.0,45.0,12660,9965.0,-9861.85,8480.12,1
1224,7,2.0,48.0,12716,10009.0,-9905.41,8517.640000000001,1
1225,7,2.0,45.0,12740,10027.0,-9923.23,8533.720000000001,1
1226,7,2.0,47.0,12792,10068.0,-9963.82,8568.560000000001,1
1227,7,2.0,45.0,12818,10089.0,-9984.61,8585.980000000001,1
1228,7,2.0,46.0,12870,10131.0,-10026.19,8620.82,1
1229,7,2.0,45.0,12897,10152.0,-10046.98,8638.91,1
1230,7,2.0,48.0,12949,10194.0,-10088.56,8673.75,1
1231,7,2.0,47.0,13009,10245.0,-10139.05,8713.95,1
1232,7,2.0,49.0,13034,10268.0,-10161.82,8730.7,1
1233,7,2.0,46.0,13086,10309.0,-10202.41,8765.54,1
1234,7,2.0,48.0,13112,10333.0,-10226.17,8782.960000000001,1
1235,7,2.0,49.0,13168,10386.0,-10278.64,8820.480000000001,1
1236,7,2.0,47.0,13198,10415.0,-10307.35,8840.58,1
1237,7,2.0,48.0,13227,10442.0,-10334.08,8860.01,1
1238,7,2.0,48.0,13296,10515.0,-10406.35,8906.24,1
1239,7,2.0,44.0,13322,10540.0,-10431.1,8923.66,1
1240,2,1.0,30.0,467,1.0,0.010000000000000009,311.85,0
1241,2,1.0,35.0,524,16.0,-14.84,350.04,0
1242,2,1.0,32.0,579,35.0,-33.65,386.89,0
1243,2,1.0,34.0,640,61.0,-59.39,427.76,0
1244,2,1.0,34.0,689,79.0,-77.21,460.59000000000003,0
1245,2,1.0,34.0,736,99.0,-97.01,492.08,0
1246,2,1.0,34.0,779,117.0,-114.83,520.8900000000001,0
1247,2,1.0,31.0,826,136.0,-133.64,552.3800000000001,0
1248,2,1.0,35.0,876,156.0,-153.44,585.8800000000001,0
1249,2,1.0,35.0,927,178.0,-175.22,620.0500000000001,0
1250,2,1.0,34.0,972,195.0,-192.05,650.2,0
1251,2,1.0,35.0,1089,217.0,-213.82999999999998,728.59,0
1252,2,1.0,35.0,1224,243.0,-239.57,819.0400000000001,0
1253,2,1.0,35.0,1351,267.0,-263.33,904.1300000000001,0
1254,2,1.0,32.0,1401,290.0,-286.1,937.6300000000001,0
1255,2,1.0,35.0,1443,316.0,-311.84,965.7700000000001,0
1256,2,1.0,38.0,1488,346.0,-341.54,995.9200000000001,0
1257,2,1.0,31.0,1526,368.0,-363.32,1021.3800000000001,0
1258,2,1.0,35.0,1559,388.0,-383.12,1043.49,0
1259,2,1.0,32.0,1599,411.0,-405.89,1070.2900000000002,0
1260,2,1.0,35.0,1638,434.0,-428.65999999999997,1096.42,0
1261,2,1.0,35.0,1685,458.0,-452.42,1127.91,0
1262,2,1.0,35.0,1738,484.0,-478.15999999999997,1163.42,0
1263,2,1.0,29.0,1882,513.0,-506.87,1259.9,0
1264,2,1.0,32.0,2015,537.0,-530.63,1349.0100000000002,0
1265,2,1.0,32.0,2130,562.0,-555.38,1426.0600000000002,0
1266,2,1.0,32.0,2173,585.0,-578.15,1454.8700000000001,0
1267,2,1.0,32.0,2218,611.0,-603.89,1485.0200000000002,0
1268,2,1.0,29.0,2267,635.0,-627.65,1517.8500000000001,0
1269,2,1.0,32.0,2315,655.0,-647.45,1550.0100000000002,0
1270,2,1.0,29.0,2384,688.0,-680.12,1596.2400000000002,0
1271,2,1.0,32.0,2430,706.0,-697.9399999999999,1627.0600000000002,0
1272,2,1.0,29.0,2475,724.0,-715.76,1657.21,0
1273,2,1.0,32.0,2525,741.0,-732.59,1690.71,0
1274,2,1.0,29.0,2644,763.0,-754.37,1770.44,0
1275,2,1.0,32.0,2775,786.0,-777.14,1858.21,0
1276,2,1.0,32.0,2905,810.0,-800.9,1945.3100000000002,0
1277,2,1.0,33.0,2965,832.0,-822.68,1985.5100000000002,0
1278,2,1.0,33.0,3009,855.0,-845.45,2014.9900000000002,0
1279,2,1.0,33.0,3053,878.0,-868.22,2044.4700000000003,0
1280,2,1.0,30.0,3099,898.0,-888.02,2075.29,0
1281,2,1.0,33.0,3145,917.0,-906.83,2106.11,0
1282,2,1.0,30.0,3191,935.0,-924.65,2136.9300000000003,0
1283,2,1.0,33.0,3239,952.0,-941.48,2169.09,0
1284,2,1.0,33.0,3286,969.0,-958.31,2200.5800000000004,0
1285,2,1.0,33.0,3381,991.0,-980.09,2264.23,0
1286,2,1.0,30.0,3514,1019.0,-1007.81,2353.34,0
1287,2,1.0,33.0,3649,1047.0,-1035.53,2443.79,0
1288,2,1.0,33.0,3725,1070.0,-1058.3,2494.71,0
1289,2,1.0,33.0,3770,1095.0,-1083.05,2524.86,0
1290,2,1.0,33.0,3815,1124.0,-1111.76,2555.01,0
1291,2,1.0,33.0,3858,1146.0,-1133.54,2583.82,0
1292,2,1.0,33.0,3904,1167.0,-1154.33,2614.6400000000003,0
1293,2,1.0,30.0,3956,1192.0,-1179.08,2649.48,0
1294,2,1.0,32.0,4002,1212.0,-1198.8799999999999,2680.3,0
1295,2,1.0,30.0,4051,1238.0,-1224.62,2713.13,0
1296,2,1.0,32.0,4104,1259.0,-1245.41,2748.6400000000003,0
1297,2,1.0,32.0,4223,1284.0,-1270.16,2828.3700000000003,0
1298,2,1.0,32.0,4355,1311.0,-1296.89,2916.8100000000004,0
1299,2,1.0,34.0,4487,1336.0,-1321.64,3005.25,0
1300,2,1.0,36.0,4535,1358.0,-1343.42,3037.4100000000003,0
1301,2,1.0,35.0,4582,1382.0,-1367.18,3068.9,0
1302,2,1.0,34.0,4631,1405.0,-1389.95,3101.73,0
1303,2,1.0,33.0,4677,1427.0,-1411.73,3132.55,0
1304,2,1.0,30.0,4723,1446.0,-1430.54,3163.3700000000003,0
1305,2,1.0,33.0,4770,1467.0,-1451.33,3194.86,0
1306,2,1.0,33.0,4810,1492.0,-1476.08,3221.6600000000003,0
1307,2,1.0,29.0,4863,1520.0,-1503.8,3257.17,0
1308,2,1.0,34.0,4887,1533.0,-1516.67,3273.2500000000005,0
1309,2,1.0,32.0,4988,1559.0,-1542.41,3340.92,0
1310,2,1.0,34.0,5070,1574.0,-1557.26,3395.86,0
1311,2,1.0,34.0,5229,1603.0,-1585.97,3502.3900000000003,0
1312,2,1.0,29.0,5284,1614.0,-1596.86,3539.2400000000002,0
1313,2,1.0,29.0,5328,1639.0,-1621.61,3568.7200000000003,0
1314,2,1.0,32.0,5351,1653.0,-1635.47,3584.13,0
1315,2,1.0,33.0,5395,1677.0,-1659.23,3613.61,0
1316,2,1.0,28.0,5416,1689.0,-1671.11,3627.6800000000003,0
1317,2,1.0,33.0,5460,1712.0,-1693.8799999999999,3657.1600000000003,0
1318,2,1.0,31.0,5527,1750.0,-1731.5,3702.05,0
1319,2,1.0,33.0,5548,1761.0,-1742.3899999999999,3716.1200000000003,0
1320,2,1.0,34.0,5589,1790.0,-1771.1,3743.59,0
1321,2,1.0,32.0,5650,1803.0,-1783.97,3784.46,0
1322,2,1.0,33.0,5805,1835.0,-1815.65,3888.3100000000004,0
1323,2,1.0,33.0,5877,1849.0,-1829.51,3936.55,0
1324,2,1.0,30.0,5957,1871.0,-1851.29,3990.15,0
1325,2,1.0,33.0,5977,1883.0,-1863.17,4003.55,0
1326,2,1.0,33.0,6030,1919.0,-1898.81,4039.0600000000004,0
1327,2,1.0,33.0,6049,1931.0,-1910.69,4051.7900000000004,0
1328,2,1.0,31.0,6094,1962.0,-1941.3799999999999,4081.94,0
1329,2,1.0,33.0,6114,1974.0,-1953.26,4095.34,0
1330,2,1.0,31.0,6157,1997.0,-1976.03,4124.150000000001,0
1331,2,1.0,33.0,6178,2007.0,-1985.93,4138.22,0
1332,2,1.0,31.0,6221,2029.0,-2007.71,4167.030000000001,0
1333,2,1.0,35.0,6241,2040.0,-2018.6,4180.43,0
1334,2,1.0,34.0,6315,2087.0,-2065.13,4230.01,0
1335,2,1.0,34.0,6383,2102.0,-2079.98,4275.570000000001,0
1336,2,1.0,31.0,6536,2134.0,-2111.66,4378.08,0
1337,2,1.0,34.0,6613,2146.0,-2123.54,4429.67,0
1338,2,1.0,34.0,6688,2169.0,-2146.31,4479.92,0
1339,2,1.0,34.0,6708,2180.0,-2157.2,4493.320000000001,0
1340,2,1.0,33.0,6748,2206.0,-2182.94,4520.12,0
1341,2,1.0,31.0,6767,2220.0,-2196.8,4532.85,0
1342,2,1.0,33.0,6808,2245.0,-2221.55,4560.320000000001,0
1343,2,1.0,33.0,6829,2254.0,-2230.46,4574.39,0
1344,2,1.0,30.0,6874,2274.0,-2250.2599999999998,4604.54,0
1345,2,1.0,35.0,6893,2286.0,-2262.14,4617.27,0
1346,2,1.0,34.0,6931,2308.0,-2283.92,4642.7300000000005,0
1347,2,1.0,35.0,6951,2320.0,-2295.8,4656.13,0
1348,2,1.0,35.0,7001,2351.0,-2326.49,4689.63,0
1349,2,1.0,35.0,7021,2364.0,-2339.36,4703.030000000001,0
1350,2,1.0,30.0,7057,2387.0,-2362.13,4727.150000000001,0
1351,2,1.0,35.0,7076,2399.0,-2374.0099999999998,4739.88,0
1352,2,1.0,34.0,7114,2422.0,-2396.78,4765.34,0
1353,2,1.0,35.0,7133,2434.0,-2408.66,4778.070000000001,0
1354,2,1.0,32.0,7168,2459.0,-2433.41,4801.52,0
1355,2,1.0,30.0,7231,2499.0,-2473.0099999999998,4843.7300000000005,0
1356,2,1.0,33.0,7251,2510.0,-2483.9,4857.13,0
1357,2,1.0,33.0,7330,2535.0,-2508.65,4910.06,0
1358,2,1.0,33.0,7403,2550.0,-2523.5,4958.97,0
1359,2,1.0,33.0,7550,2577.0,-2550.23,5057.46,0
1360,2,1.0,33.0,7602,2590.0,-2563.1,5092.3,0
1361,2,1.0,30.0,7639,2612.0,-2584.88,5117.09,0
1362,2,1.0,33.0,7656,2622.0,-2594.78,5128.4800000000005,0
1363,2,1.0,33.0,7695,2644.0,-2616.56,5154.610000000001,0
1364,2,1.0,34.0,7716,2654.0,-2626.46,5168.68,0
1365,2,1.0,33.0,7757,2674.0,-2646.2599999999998,5196.150000000001,0
1366,2,1.0,35.0,7775,2684.0,-2656.16,5208.21,0
1367,2,1.0,30.0,7826,2719.0,-2690.81,5242.38,0
1368,2,1.0,34.0,7860,2736.0,-2707.64,5265.160000000001,0
1369,2,1.0,32.0,7899,2756.0,-2727.44,5291.29,0
1370,2,1.0,33.0,7918,2766.0,-2737.34,5304.02,0
1371,2,1.0,29.0,8057,2796.0,-2767.04,5397.150000000001,0
1372,2,1.0,29.0,8110,2809.0,-2779.91,5432.660000000001,0
1373,2,1.0,32.0,8278,2839.0,-2809.61,5545.22,0
1374,2,1.0,33.0,8301,2850.0,-2820.5,5560.63,0
1375,2,1.0,33.0,8341,2873.0,-2843.27,5587.43,0
1376,2,1.0,31.0,8367,2891.0,-2861.09,5604.85,0
1377,2,1.0,33.0,8408,2925.0,-2894.75,5632.320000000001,0
1378,2,1.0,33.0,8432,2936.0,-2905.64,5648.400000000001,0
1379,2,1.0,30.0,8474,2959.0,-2928.41,5676.54,0
1380,2,1.0,33.0,8493,2969.0,-2938.31,5689.27,0
1381,2,1.0,32.0,8531,2988.0,-2957.12,5714.7300000000005,0
1382,2,1.0,32.0,8584,3023.0,-2991.77,5750.240000000001,0
1383,2,1.0,30.0,8606,3036.0,-3004.64,5764.9800000000005,0
1384,2,1.0,33.0,8673,3079.0,-3047.21,5809.870000000001,0
1385,2,1.0,32.0,8692,3091.0,-3059.09,5822.6,0
1386,2,1.0,32.0,8772,3116.0,-3083.84,5876.200000000001,0
1387,2,1.0,32.0,8852,3130.0,-3097.7,5929.8,0
1388,2,1.0,33.0,9008,3157.0,-3124.43,6034.320000000001,0
1389,2,1.0,32.0,9082,3169.0,-3136.31,6083.900000000001,0
1390,2,1.0,29.0,9122,3197.0,-3164.0299999999997,6110.700000000001,0
1391,2,1.0,29.0,9142,3212.0,-3178.88,6124.1,0
1392,2,1.0,33.0,9181,3238.0,-3204.62,6150.2300000000005,0
1393,2,1.0,32.0,9201,3248.0,-3214.52,6163.63,0
1394,2,1.0,32.0,9236,3267.0,-3233.33,6187.080000000001,0
1395,2,1.0,28.0,9255,3277.0,-3243.23,6199.81,0
1396,2,1.0,32.0,9273,3287.0,-3253.13,6211.870000000001,0
1397,2,1.0,32.0,9336,3327.0,-3292.73,6254.080000000001,0
1398,2,1.0,27.0,9352,3340.0,-3305.6,6264.8,0
1399,2,1.0,27.0,9386,3363.0,-3328.37,6287.580000000001,0
1400,2,1.0,32.0,9404,3374.0,-3339.2599999999998,6299.64,0
1401,2,1.0,32.0,9541,3403.0,-3367.97,6391.43,0
1402,2,1.0,29.0,9665,3433.0,-3397.67,6474.51,0
1403,2,1.0,28.0,9682,3443.0,-3407.57,6485.900000000001,0
1404,2,1.0,32.0,9719,3465.0,-3429.35,6510.6900000000005,0
1405,2,1.0,31.0,9739,3480.0,-3444.2,6524.09,0
1406,2,1.0,29.0,9777,3501.0,-3464.99,6549.55,0
1407,2,1.0,28.0,9793,3510.0,-3473.9,6560.27,0
1408,2,1.0,32.0,9828,3529.0,-3492.71,6583.72,0
1409,2,1.0,31.0,9845,3539.0,-3502.61,6595.110000000001,0
1410,2,1.0,27.0,9905,3574.0,-3537.2599999999998,6635.31,0
1411,2,1.0,31.0,9919,3585.0,-3548.15,6644.6900000000005,0
1412,2,1.0,32.0,9952,3607.0,-3569.93,6666.8,0
1413,2,1.0,31.0,9969,3617.0,-3579.83,6678.1900000000005,0
1414,2,1.0,31.0,10072,3653.0,-3615.47,6747.200000000001,0
1415,2,1.0,28.0,10089,3662.0,-3624.38,6758.59,0
1416,2,1.0,32.0,10127,3689.0,-3651.11,6784.05,0
1417,2,1.0,32.0,10143,3699.0,-3661.0099999999998,6794.77,0
1418,2,1.0,32.0,10178,3722.0,-3683.7799999999997,6818.22,0
1419,2,1.0,32.0,10193,3731.0,-3692.69,6828.27,0
1420,2,1.0,32.0,10231,3750.0,-3711.5,6853.7300000000005,0
1421,2,1.0,31.0,10250,3759.0,-3720.41,6866.46,0
1422,2,1.0,32.0,10287,3779.0,-3740.21,6891.25,0
1423,2,1.0,31.0,10304,3788.0,-3749.12,6902.64,0
1424,2,1.0,31.0,10371,3830.0,-3790.7,6947.530000000001,0
1425,2,1.0,29.0,10391,3841.0,-3801.59,6960.93,0
1426,2,1.0,31.0,10502,3866.0,-3826.34,7035.3,0
1427,2,1.0,28.0,10576,3881.0,-3841.19,7084.88,0
1428,2,1.0,31.0,10730,3905.0,-3864.95,7188.06,0
1429,2,1.0,31.0,10759,3916.0,-3875.84,7207.490000000001,0
1430,2,1.0,32.0,10803,3945.0,-3904.55,7236.97,0
1431,2,1.0,32.0,10820,3957.0,-3916.43,7248.360000000001,0
1432,2,1.0,32.0,10855,3977.0,-3936.23,7271.81,0
1433,2,1.0,32.0,10872,3987.0,-3946.13,7283.200000000001,0
1434,2,1.0,33.0,10910,4010.0,-3968.9,7308.660000000001,0
1435,2,1.0,34.0,10927,4021.0,-3979.79,7320.05,0
1436,2,1.0,32.0,10963,4044.0,-4002.56,7344.17,0
1437,2,1.0,32.0,10978,4054.0,-4012.46,7354.22,0
1438,2,1.0,32.0,11041,4089.0,-4047.11,7396.43,0
1439,2,1.0,31.0,11060,4100.0,-4058.0,7409.160000000001,0
1440,2,1.0,31.0,11099,4123.0,-4080.77,7435.290000000001,0
1441,2,1.0,31.0,11118,4135.0,-4092.65,7448.02,0
1442,2,1.0,32.0,11160,4156.0,-4113.44,7476.160000000001,0
1443,2,1.0,32.0,11213,4170.0,-4127.3,7511.67,0
1444,2,1.0,32.0,11367,4200.0,-4157.0,7614.85,0
1445,2,1.0,31.0,11445,4213.0,-4169.87,7667.110000000001,0
1446,2,1.0,29.0,11504,4240.0,-4196.6,7706.64,0
1447,2,1.0,32.0,11520,4254.0,-4210.46,7717.360000000001,0
1448,2,1.0,31.0,11554,4279.0,-4235.21,7740.14,0
1449,2,1.0,32.0,11572,4291.0,-4247.09,7752.200000000001,0
1450,2,1.0,29.0,11609,4317.0,-4272.83,7776.990000000001,0
1451,2,1.0,28.0,11628,4329.0,-4284.71,7789.72,0
1452,2,1.0,32.0,11674,4356.0,-4311.44,7820.540000000001,0
1453,2,1.0,31.0,11689,4366.0,-4321.34,7830.59,0
1454,2,1.0,31.0,11724,4386.0,-4341.14,7854.040000000001,0
1455,2,1.0,31.0,11741,4397.0,-4352.03,7865.43,0
1456,2,1.0,28.0,11773,4418.0,-4372.82,7886.870000000001,0
1457,2,1.0,31.0,11791,4430.0,-4384.7,7898.93,0
1458,2,1.0,31.0,11820,4450.0,-4404.5,7918.360000000001,0
1459,2,1.0,28.0,11837,4459.0,-4413.41,7929.750000000001,0
1460,2,1.0,31.0,11910,4497.0,-4451.03,7978.660000000001,0
1461,2,1.0,29.0,11931,4509.0,-4462.91,7992.7300000000005,0
1462,2,1.0,28.0,11969,4533.0,-4486.67,8018.1900000000005,0
1463,2,1.0,31.0,11986,4546.0,-4499.54,8029.580000000001,0
1464,2,1.0,31.0,12019,4572.0,-4525.28,8051.6900000000005,0
1465,2,1.0,31.0,12036,4582.0,-4535.18,8063.080000000001,0
1466,2,1.0,31.0,12086,4610.0,-4562.9,8096.580000000001,0
1467,2,1.0,27.0,12105,4620.0,-4572.8,8109.31,0
1468,2,1.0,31.0,12137,4639.0,-4591.61,8130.750000000001,0
1469,2,1.0,31.0,12155,4652.0,-4604.48,8142.81,0
1470,2,1.0,31.0,12188,4675.0,-4627.25,8164.92,0
1471,2,1.0,31.0,12207,4688.0,-4640.12,8177.650000000001,0
1472,2,1.0,28.0,12240,4708.0,-4659.92,8199.76,0
1473,2,1.0,31.0,12317,4749.0,-4700.51,8251.35,0
1474,2,1.0,31.0,12393,4764.0,-4715.36,8302.27,0
1475,2,1.0,29.0,12546,4795.0,-4746.05,8404.779999999999,0
1476,2,1.0,31.0,12626,4810.0,-4760.9,8458.38,0
1477,2,1.0,31.0,12691,4834.0,-4784.66,8501.93,0
1478,2,1.0,31.0,12710,4844.0,-4794.56,8514.66,0
1479,2,1.0,30.0,12747,4864.0,-4814.36,8539.449999999999,0
1480,2,1.0,31.0,12767,4876.0,-4826.24,8552.85,0
1481,2,1.0,31.0,12805,4897.0,-4847.03,8578.31,0
1482,2,1.0,31.0,12826,4909.0,-4858.91,8592.38,0
1483,2,1.0,32.0,12864,4933.0,-4882.67,8617.84,0
1484,2,1.0,31.0,12884,4944.0,-4893.56,8631.24,0
1485,2,1.0,30.0,12919,4964.0,-4913.36,8654.69,0
1486,2,1.0,30.0,12980,4999.0,-4948.01,8695.56,0
1487,2,1.0,31.0,12997,5012.0,-4960.88,8706.949999999999,0
1488,2,1.0,32.0,13032,5038.0,-4986.62,8730.4,0
1489,2,1.0,31.0,13050,5050.0,-4998.5,8742.46,0
1490,2,1.0,29.0,13090,5078.0,-5026.22,8769.26,0
1491,2,1.0,31.0,13109,5089.0,-5037.11,8781.99,0
1492,2,1.0,30.0,13170,5111.0,-5058.89,8822.859999999999,0
1493,3,1.0,33.0,13248,5133.0,-5080.17,8875.119999999999,0
1494,3,1.0,33.0,13313,5184.0,-5130.66,8918.67,0
1495,3,1.0,31.0,13330,5207.0,-5153.43,8930.06,0
1496,4,1.0,33.0,13369,5269.0,-5214.31,8956.19,0
1497,4,1.0,32.0,13386,5290.0,-5235.1,8967.58,0
1498,4,1.0,32.0,13404,5312.0,-5256.88,8979.64,0
1499,5,2.0,33.0,13442,5359.0,-5302.91,9004.060000000001,0
1500,5,2.0,33.0,13460,5381.0,-5324.69,9016.12,0
1501,26,18.0,30.0,14190,5883.0,-5811.17,9488.580000000002,0
1502,26,18.0,31.0,14237,5890.0,-5818.1,9520.070000000002,0
1503,26,18.0,32.0,14255,5897.0,-5825.03,9532.130000000001,0
1504,26,18.0,31.0,14270,5903.0,-5830.97,9542.180000000002,0
1505,26,18.0,31.0,14288,5911.0,-5838.89,9554.240000000002,0
1506,26,18.0,31.0,14307,5917.0,-5844.83,9566.970000000001,0
1507,26,18.0,31.0,14323,5924.0,-5851.76,9577.69,0
1508,26,18.0,31.0,14342,5932.0,-5859.68,9590.420000000002,0
1509,26,18.0,31.0,14365,5945.0,-5872.55,9605.830000000002,0
1510,26,18.0,31.0,14477,5957.0,-5884.43,9680.87,0
1511,26,18.0,31.0,14547,5967.0,-5894.33,9727.77,0
1512,26,18.0,31.0,14565,5975.0,-5902.25,9739.830000000002,0
1513,26,18.0,28.0,14585,5982.0,-5909.18,9753.230000000001,0
1514,26,18.0,31.0,14604,5990.0,-5917.1,9765.960000000001,0
1515,26,18.0,31.0,14623,5997.0,-5924.03,9778.69,0
1516,26,18.0,31.0,14660,6020.0,-5946.8,9803.480000000001,0
1517,26,18.0,31.0,14704,6038.0,-5964.62,9832.960000000001,0
1518,26,18.0,31.0,14831,6052.0,-5978.48,9918.050000000001,0
1519,26,18.0,31.0,14873,6063.0,-5989.37,9946.19,0
1520,26,18.0,31.0,14893,6073.0,-5999.2699999999995,9959.590000000002,0
1521,26,18.0,31.0,14913,6085.0,-6011.15,9972.990000000002,0
1522,26,18.0,31.0,14928,6093.0,-6019.07,9983.04,0
1523,26,18.0,31.0,14948,6105.0,-6030.95,9996.44,0
1524,26,18.0,31.0,15061,6117.0,-6042.83,10072.150000000001,0
1525,26,18.0,31.0,15131,6127.0,-6052.73,10119.050000000001,0
1526,26,18.0,31.0,15145,6136.0,-6061.64,10128.430000000002,0
1527,26,18.0,31.0,15158,6145.0,-6070.55,10137.140000000001,0
1528,26,18.0,31.0,15173,6156.0,-6081.44,10147.19,0
1529,26,18.0,31.0,15193,6166.0,-6091.34,10160.590000000002,0
1530,26,18.0,31.0,15218,6178.0,-6103.22,10177.340000000002,0
1531,26,18.0,31.0,15266,6189.0,-6114.11,10209.500000000002,0
1532,26,18.0,31.0,15284,6199.0,-6124.01,10221.560000000001,0
1533,26,18.0,31.0,15305,6209.0,-6133.91,10235.630000000001,0
1534,26,18.0,28.0,15325,6219.0,-6143.8099999999995,10249.03,0
1535,26,18.0,31.0,15440,6234.0,-6158.66,10326.080000000002,0
1536,26,18.0,31.0,15488,6244.0,-6168.5599999999995,10358.240000000002,0
1537,26,18.0,31.0,15502,6253.0,-6177.47,10367.62,0
1538,26,18.0,26.0,15516,6262.0,-6186.38,10377.000000000002,0
1539,26,18.0,31.0,15530,6276.0,-6200.24,10386.380000000001,0
1540,26,18.0,31.0,15542,6283.0,-6207.17,10394.420000000002,0
1541,26,18.0,31.0,15576,6291.0,-6215.09,10417.2,0
1542,26,18.0,31.0,15699,6303.0,-6226.97,10499.61,0
1543,26,18.0,31.0,15743,6312.0,-6235.88,10529.090000000002,0
1544,26,18.0,31.0,15756,6321.0,-6244.79,10537.800000000001,0
1545,26,18.0,31.0,15773,6330.0,-6253.7,10549.19,0
1546,26,18.0,31.0,15786,6339.0,-6262.61,10557.900000000001,0
1547,26,18.0,31.0,15800,6348.0,-6271.5199999999995,10567.28,0
1548,26,18.0,31.0,15812,6356.0,-6279.44,10575.320000000002,0
1549,26,18.0,31.0,15917,6367.0,-6290.33,10645.670000000002,0
1550,26,18.0,27.0,16003,6378.0,-6301.22,10703.29,0
1551,26,18.0,31.0,16020,6387.0,-6310.13,10714.680000000002,0
1552,26,18.0,31.0,16035,6395.0,-6318.05,10724.730000000001,0
1553,26,18.0,31.0,16056,6403.0,-6325.97,10738.800000000001,0
1554,26,18.0,31.0,16072,6412.0,-6334.88,10749.52,0
1555,26,18.0,31.0,16093,6421.0,-6343.79,10763.590000000002,0
1556,26,18.0,31.0,16220,6434.0,-6356.66,10848.680000000002,0
1557,26,18.0,31.0,16282,6442.0,-6364.58,10890.220000000001,0
1558,26,18.0,26.0,16300,6450.0,-6372.5,10902.28,0
1559,26,18.0,31.0,16316,6457.0,-6379.43,10913.000000000002,0
1560,26,18.0,31.0,16335,6465.0,-6387.35,10925.730000000001,0
1561,26,18.0,31.0,16353,6473.0,-6395.2699999999995,10937.79,0
1562,26,18.0,31.0,16369,6481.0,-6403.19,10948.510000000002,0
1563,26,18.0,31.0,16498,6495.0,-6417.05,11034.94,0
1564,26,18.0,31.0,16577,6509.0,-6430.91,11087.87,0
1565,26,18.0,31.0,16597,6517.0,-6438.83,11101.27,0
1566,26,18.0,31.0,16614,6525.0,-6446.75,11112.660000000002,0
1567,26,18.0,31.0,16630,6534.0,-6455.66,11123.380000000001,0
1568,26,18.0,31.0,16649,6543.0,-6464.57,11136.11,0
1569,26,18.0,31.0,16777,6557.0,-6478.43,11221.87,0
1570,26,18.0,36.0,16840,6567.0,-6488.33,11264.080000000002,0
1571,26,18.0,31.0,16856,6577.0,-6498.23,11274.800000000001,0
1572,26,18.0,31.0,16876,6588.0,-6509.12,11288.2,0
1573,26,18.0,31.0,16893,6595.0,-6516.05,11299.590000000002,0
1574,26,18.0,35.0,16911,6603.0,-6523.97,11311.650000000001,0
1575,26,18.0,30.0,16929,6611.0,-6531.89,11323.710000000001,0
1576,26,18.0,31.0,16985,6622.0,-6542.78,11361.230000000001,0
1577,26,18.0,31.0,17112,6634.0,-6554.66,11446.320000000002,0
1578,26,18.0,31.0,17149,6644.0,-6564.5599999999995,11471.11,0
1579,26,18.0,31.0,17167,6653.0,-6573.47,11483.170000000002,0
1580,26,18.0,31.0,17182,6662.0,-6582.38,11493.220000000001,0
1581,26,18.0,30.0,17198,6669.0,-6589.3099999999995,11503.94,0
1582,26,18.0,31.0,17214,6677.0,-6597.23,11514.660000000002,0
1583,26,18.0,31.0,17232,6684.0,-6604.16,11526.720000000001,0
1584,26,18.0,31.0,17331,6695.0,-6615.05,11593.050000000001,0
1585,26,18.0,31.0,17433,6706.0,-6625.94,11661.390000000001,0
1586,26,18.0,31.0,17452,6715.0,-6634.85,11674.12,0
1587,27,18.0,31.0,17471,6726.0,-6645.24,11686.850000000002,0
1588,27,18.0,31.0,17487,6736.0,-6655.14,11697.570000000002,0
1589,27,18.0,31.0,17502,6744.0,-6663.0599999999995,11707.62,0
1590,27,18.0,31.0,17518,6752.0,-6670.98,11718.340000000002,0
1591,27,18.0,31.0,17568,6763.0,-6681.87,11751.840000000002,0
1592,27,18.0,31.0,17695,6775.0,-6693.75,11836.930000000002,0
1593,27,18.0,31.0,17736,6784.0,-6702.66,11864.400000000001,0
1594,27,18.0,31.0,17755,6793.0,-6711.57,11877.130000000001,0
1595,27,18.0,27.0,17775,6804.0,-6722.46,11890.53,0
1596,27,18.0,31.0,17794,6814.0,-6732.36,11903.260000000002,0
1597,27,18.0,31.0,17814,6823.0,-6741.2699999999995,11916.660000000002,0
1598,27,18.0,31.0,17834,6831.0,-6749.19,11930.060000000001,0
1599,27,18.0,31.0,17965,6844.0,-6762.0599999999995,12017.830000000002,0
1600,27,18.0,31.0,18044,6854.0,-6771.96,12070.760000000002,0
1601,27,18.0,31.0,18062,6863.0,-6780.87,12082.820000000002,0
